category_code,category_label,parent_code,text
1E3,Aircraft Performance Analysis,1E0,"Aircraft Performance Analysis - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
In aircraft performance analysis, analytical and experimental techniques are used to determine extreme quantities of the translational motion of the centre of gravity of the aircraft, which are relevant to its operational and economic use. Typical quantities that are determined in a performance analysis are:_x000D_
_x000D_
- operational flight envelope (min/max of airspeed, altitude and load factor)._x000D_
_x000D_
- operational range and endurance_x000D_
_x000D_
- Performance in climb/descent_x000D_
_x000D_
- Cruise performance (optimum fuel consumption versus cruise speed and altitude)_x000D_
_x000D_
- performance in turns_x000D_
_x000D_
_x000D_
 runway performance (take-off and landing distance)._x000D_
_x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 503)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Mathematical modelling (3 DOF point mass model, equations of motion, environment, aerodynamics, engine and systems)_x000D_
_x000D_
2. Analytical performance calculations_x000D_
_x000D_
3. Performance Analysis of complex and/or dangerous manoeuvres via non-linear desktop simulation_x000D_
_x000D_
4. Flight Tests - experimental performance (definition of suitable test manoeuvres, instrumentation and validation of model and analytical analysis results)"
1E6,Environmental Hazard Analysis,1E0,"Environmental Hazard Analysis - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Environmental hazards, which mostly occur during the critical take-off and landing phases, can lead to potentially dangerous situations. Analytical and experimental techniques (simulation and flight tests) are used to identify the effects of these hazards. For analysis and prevention of accidents and incidents, it is investigated if the aircraft remains controllable (stability) and/or has sufficient performance for a go-around or evasive manoeuvre. For each hazard, the stability, control and performance sub domain activities are undertaken as described in 501 until 504, using sufficiently accurate models of the hazards their interference with the aircraft’s dynamics. _x000D_
_x000D_
Links with ‘1-G-11 Meteorological‘._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 506)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Take-off and landing in severe crosswind._x000D_
_x000D_
2. Windshear and microbursts (usually in combination with turbulence)._x000D_
_x000D_
3. Turbulence/ gusts._x000D_
_x000D_
4. Terrain and airport conditions (terrain profile effects on radar altimeter, wind interference from buildings)._x000D_
_x000D_
5. Wake vortex effects from other aircraft._x000D_
_x000D_
6. Icing conditions / heavy precipitation."
1E0,Flight Mechanics,,"Flight Mechanics - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
It comprises all the technologies related with aircraft motion starting with open loop stability analysis (without pilot or autopilot interference) and including then the piloting (flight mechanics). Performance analysis and its optimization allow to define the best flight envelopes and failure, damage and hazard analyses allows to prevent accidents and incidents and react better when they appear,_x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Area 5 & PAE own definition) _x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1-E-1. Open-loop Aircraft Stability Analysis_x000D_
_x000D_
1-E-2. Flight control system_x000D_
_x000D_
1-E-3. Aircraft Performance Analysis  _x000D_
_x000D_
1-E-4. Optimisation of Aircraft Performance _x000D_
_x000D_
1-E-5. System Failure and Damage Analysis _x000D_
_x000D_
1-E-6. Environmental Hazard Analysis _x000D_
_x000D_
 _x000D_
_x000D_
 "
1E5,System Failure and Damage Analysis,1E0,"System Failure and Damage Analysis - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
The occurrence of failures in the aircraft’s systems can lead to a degradation of stability and/ or the performance of the aircraft. Although failure cases are taken into account in the design process of the aircraft, it is useful to perform separate and detailed studies of systems failures for the analysis and prevention of aircraft accidents and incidents. Bird strike or collision with other objects is a frequently occurring example._x000D_
_x000D_
Sufficiently accurate models of system failures and their effect on aerodynamics and system dynamics have to be generated._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 505)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Analysis of engine failure_x000D_
_x000D_
2. Design of fault-tolerant/ adaptive control systems (redundancy, fault detection and reconfiguration)_x000D_
_x000D_
3. Analysis of FCS hardware failure (sensors, hydraulic systems, control surfaces)_x000D_
_x000D_
4. Damage to the aircraft structure, resulting in altered aerodynamic properties"
1E4,Optimisation of Aircraft Performance,1E0,"Optimisation of Aircraft Performance - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
In performance optimisation research, mathematical and analytical routines are used to calculate optimal trajectories and optimal flight conditions. Usually, in the calculation simplified models of the aircraft_x000D_
_x000D_
(aerodynamics, point mass) and its environment are used. Typical examples are “minimum-time-to-climb” or “minimum-fuel-manoeuvre” problems._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 504)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Mathematical modelling (see 503)._x000D_
_x000D_
2. Selection of optimisation method and strategy._x000D_
_x000D_
3. Mathematical Definition of performance objectives._x000D_
_x000D_
4. Implementation and application of efficient optimisation routines._x000D_
_x000D_
5. Verification of optimisation results in simulation and flight tests."
1F11,System reliability,1F0,"System reliability - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Reliability: ‘A system performs as it is intended.’ System reliability is a measure of the degree to which a system performs as it was designed to do, as opposed to doing something else (like producing a wrong answer or providing no answer). Definitions of reliability will therefore vary according to the definition of what_x000D_
_x000D_
the system is supposed to do. In general, if a system is in an unreliable state then it is ‘unavailable’ for its intended work tasks._x000D_
_x000D_
Scale: Mean time for a defined system to experience defined failure type under defined conditions._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 611)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Means of compliance: Fault tolerance_x000D_
_x000D_
2. Reliability: Analysis, Requirements_x000D_
_x000D_
3. Deterministic: Functionality, Resources bound, Time bound_x000D_
_x000D_
4. Maturity_x000D_
_x000D_
5. Recoverability"
1F31,Methodology,1F0,"Methodology - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Provision of verification and validation methodologies that contribute to system flexibility in a cost-effective way. This leads to reductions in the validation element of RDT&E cycle._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 631)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Validation methods, methodologies, procedures, metrics, tools. Includes studies of validation issues for_x000D_
_x000D_
new technologies and systems._x000D_
_x000D_
2. Hierarchical methodologies_x000D_
_x000D_
3. Studies of certification issues for new technologies and systems_x000D_
_x000D_
4. system validation through modelling and simulation_x000D_
_x000D_
5. integration and validation of technologies_x000D_
_x000D_
6. Concept validation_x000D_
_x000D_
7. Collection, analysis and validation of test results_x000D_
_x000D_
8. Meta-models_x000D_
_x000D_
9. Coverage-based, fault-based, error-based testing and validation_x000D_
_x000D_
10. Requirement specification_x000D_
_x000D_
11. Test plans - acceptance, system and sub-system integration, module-level"
1F13,Maintenance modelling,1F0,"Maintenance modelling - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
The cost of maintaining aircraft and other capital assets is significant. Options for conducting maintenance include retaining responsibility within the organisation, or contracting it out to a third-party provider. Innovative options for maintaining assets may be possible. Modelling and analysis of the maintenance system can bring insights that will optimise effectiveness while minimising costs._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 613)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Asset management modelling methodology development_x000D_
_x000D_
2. Aircraft maintenance modelling (exploring impact of changes in maintenance regime on aircraft availability, utilisation, engineering costs, and staff requirements)_x000D_
_x000D_
3. Airport systems maintenance modelling (exploring impact of changes in maintenance regime on system availability, utilisation, engineering costs, and staff requirements)_x000D_
_x000D_
4. Decision-support tool development"
1F12,Security / Risk analysis,1F0,"Security / Risk analysis - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
In order to be able to respond appropriately to a wide range of different incidents, detailed security-related risk analyses need to be undertaken. These will need to include all systems and personnel involved in the security system as a whole. The objective will be to achieve a set of multi-layer, fault-tolerant, aviation security measures, which can be implemented within the essential parameters of operating aircraft and airports. Complexities include the different responsibilities of airports, airlines and government agencies._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 612)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Vulnerability assessment methodologies_x000D_
_x000D_
2. Security metrics (e.g. US Total Architecture for Aviation Security) to score various security systems_x000D_
_x000D_
3. Security audits (of airlines, airports)_x000D_
_x000D_
4. Threat assessments"
1F20,Autonomous operation,1F0,"Autonomous operation - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
A system (operation) that is capable of performing a task in full autonomy showing autonomous behaviour._x000D_
_x000D_
This means that the system should be able to act without the direct intervention of humans (or other agents) and should have control over its own actions and internal state._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 620) - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Characteristics of an autonomous system:_x000D_
_x000D_
1.1. Autonomous behaviour: The system should be able to act without the direct intervention of humans (or other agents) and should have control over its own actions and internal state._x000D_
_x000D_
1.2. Reactive behaviour: The system should perceive their environment and respond in a timely fashion to changes that occur in it._x000D_
_x000D_
1.3. Pro-active behaviour / Goal oriented behaviour: The system should not simply act in response to their environment, they should be able to exhibit opportunistic, goal-directed behaviour and take the initiative where appropriate._x000D_
_x000D_
1.4. Social behaviour: The system should be able to interact, when they deem appropriate_x000D_
_x000D_
Further characteristics:_x000D_
_x000D_
2. Mission planning_x000D_
_x000D_
3. Sensor data processing: processing step before data fusion._x000D_
_x000D_
4. Autonomous decision making_x000D_
_x000D_
5. Expert systems_x000D_
_x000D_
6. Threat avoidance / Conflict resolution"
1F32,Large scale validation Experiments,1F0,"Large scale validation Experiments - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Experiments and trials conducted for the purpose of validation. Validation is a risk-reduction activity, especially for complex high-consequence systems. Certification may largely, but not exclusively, be based upon digital techniques based on simulated and validation techniques._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 632)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Validation experiments, trials_x000D_
_x000D_
2. Pre-operational trials_x000D_
_x000D_
3. Trials - air/ground, ground/air, air/air_x000D_
_x000D_
4. Pilot installations to ease the large-scale validation of proposed solutions_x000D_
_x000D_
5. Validation of measurement tools and models_x000D_
_x000D_
6. Functional mock-ups_x000D_
_x000D_
7. Validation at component, sub-system and system levels_x000D_
_x000D_
8. Operational validation by flight testing"
1F22,Development of operational research methods & tools,1F0,"Development of operational research methods & tools - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Research to aid the evaluation and analysis of OR techniques for application to aviation issues. The use of operational research (OR) methods and tools to optimise the performance of a system has been well-proven._x000D_
_x000D_
By systematic investigation of the characteristics of a system (such as the aviation transport system) and the modelling of its salient aspects, insights can be gained into the performance of the system under different circumstances. The power of what if? modelling enables exploration of different strategies in a controlled_x000D_
_x000D_
environment._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 622)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Stakeholder analysis_x000D_
_x000D_
2. Development of OR methods_x000D_
_x000D_
3. Development of OR tools_x000D_
_x000D_
4. Validation of OR tools"
1F5,Life-cycle Integration,1F0,"Life-cycle Integration - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Life cycle integration is achieved through integrated development - that is, concurrent consideration of all life_x000D_
_x000D_
cycle needs during the development process._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 605)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Technology management : Product improvement strategies through technology refresh and insertion methods_x000D_
_x000D_
2. Obsolescence Management1. Reliability Engineering methods_x000D_
_x000D_
3. COTS management, COTS reliability prediction and assessment methods_x000D_
_x000D_
4. Design for Maintainability_x000D_
_x000D_
5. Testability: built-in Test_x000D_
_x000D_
6. Integrated modular avionics,_x000D_
_x000D_
7 Open systems architectures,_x000D_
_x000D_
8 Training: embedded training_x000D_
_x000D_
9. Whole-life Cost Analysis / Life-cycle cost analysis, Total ownership costs: Re-design costs, Cost matrix"
1F10,Air Safety Data analysis,1F0,"Air Safety Data analysis - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Systematic analysis of aviation accident / incident data with or without flight exposure data._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 610)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Trend identification_x000D_
_x000D_
2. Datamining_x000D_
_x000D_
3. Analysis of flight data from day-to-day operations, risk analysis_x000D_
_x000D_
4. Compilation of a sample of Air Traffic Management related accidents_x000D_
_x000D_
5. Compilation of exposure data (i.e. number of conducted flights)_x000D_
_x000D_
6. Estimation of accident rates._x000D_
_x000D_
7. Accident Sample Inclusion Criteria_x000D_
_x000D_
8. Accident taxonomy_x000D_
_x000D_
9. Accident data breakdown: Flight phase, Event types, Fatalities, World regions"
1F16,Collaborative Decision Making,1F0,"Collaborative Decision Making - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
The operational philosophy and associated technologies and procedures that enable the aviation industry to collaboratively manage strategic responses to aviation components operational constraints in a manner that balances operational efficiency with aviation safety._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 616)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Multi-agent systems_x000D_
_x000D_
2. Task modelling_x000D_
_x000D_
3. Negotiation strategies_x000D_
_x000D_
4. Agent-based distributed architecture_x000D_
_x000D_
5. Information distribution"
1F30,Reference Data for R&D Use and live/RT data Use,1F0,"Reference Data for R&D Use and live/RT data Use - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
The capture and analysis of background information and reference data that is likely to be used on a range of projects - an R&D information resource._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 630)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Reference Data (bibliographies, abstracts service, statistical information)_x000D_
_x000D_
2. Development of libraries of statistics, reference data, bibliographies etc_x000D_
_x000D_
3. Ground systems information (library, airport database, aircraft database, live data distribution and recording from ATM system - radar, RDPS, FDPS, CFMU, network exchange messages...)._x000D_
_x000D_
4. Airborne systems information ( ACARS messages) and AOC systems, aircraft performance statistics, traffic samples and air movement data."
1F29,General Purpose Equipment,1F0,"General Purpose Equipment - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
General purpose and miscellaneous equipment that forms part of the R&D technical infrastructure. Includes flying laboratories & experimental aircraft._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 629)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. R&D equipment_x000D_
_x000D_
2. Test equipment_x000D_
_x000D_
3. Measurement equipment_x000D_
_x000D_
4. Development platforms - flying laboratory, experimental aircraft_x000D_
_x000D_
5. Laboratory equipment, calibration equipment"
1F28,Real Time Simulators,1F0,"Real Time Simulators - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Architecture of overall integration simulators, including user requirements and specifications. Also includes simulators that are used for R&D purposes, and common software libraries._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 6028_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Real-time simulator_x000D_
_x000D_
2. Experimental simulator_x000D_
_x000D_
3. Software issues - common software modules, software libraries"
1F27,Numerical Models (including Fast Time Simulation),1F0,"Numerical Models (including Fast Time Simulation) - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Numerical models and fast time simulators used in R&D. Includes common software modules and software libraries._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 627)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Numerical models_x000D_
_x000D_
2. Mathematical models_x000D_
_x000D_
3. System dynamics model_x000D_
_x000D_
4. Faster-than-real-time time simulators_x000D_
_x000D_
5. Software issues - common software modules, software libraries."
1F26,Business modelling,1F0,"Business modelling - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
The analysis of aviation business matters enables optimum decisions to be reached about the charging policy, route planning, frequency of flying and capacity offered on different routes. It enables cost-effective decisions to be taken in the context of the appropriate regulatory environment._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 626)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Development of business modelling methods and tools_x000D_
_x000D_
2. Use of business modelling methods and tools (e.g. yield/revenue management)_x000D_
_x000D_
3. Analysis of regulatory aspects of aviation"
1F25,Airport Performance Assessment,1F0,"Airport Performance Assessment - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
The analysis of airport operations enables optimum decisions to be reached about the design, layout and operation of all aspects of the airport - including aircraft movement, passenger handling, and baggage/cargo handling. This should enable the passenger experience to be improved._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 625)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Development of airport operations modelling and analysis methods and tools_x000D_
_x000D_
2. Modelling and analysis of aircraft handling/capacity_x000D_
_x000D_
3. Modelling and analysis of passenger handling processes and procedures (e.g. checking-in, immigration, boarding etc)_x000D_
_x000D_
4. Modelling and analysis of cargo handling"
1F33,Large scale validation Platforms,1F0,"Large scale validation Platforms - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Large-scale validation rigs necessary to establish and validate the integration of technologies and performance parameters. Links with 'Flight / Ground Tests'. Validation platforms may conduct validation at component, sub-system and system levels._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 633)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Ground validation benches_x000D_
_x000D_
2. Aircraft equipped for test and validation in an operational context_x000D_
_x000D_
3. Technology demonstrators, technology integration platforms (TIPs)_x000D_
_x000D_
4. Integrated platforms for system development, safety analysis and certification_x000D_
_x000D_
5. Wind tunnels_x000D_
_x000D_
6. Prototyping tools_x000D_
_x000D_
7. Digital mock-ups_x000D_
_x000D_
8. Validation vehicles for powerplants, avionics, aircraft structure, aircraft systems, flight software_x000D_
_x000D_
9. Combined validation platforms for multiple technology programmes_x000D_
_x000D_
10. Advanced experimental testbeds"
1F18,Decision Support Systems,1F0,"Decision Support Systems - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Decision support focuses on the area of supporting the user in making complex decisions. Decision support facilities consists of mechanisms to sense the outside world and present this in an understandable format to the user and of mechanisms to support the user in performing complex tasks. Improved sensor technology_x000D_
_x000D_
and Multi-sensor data fusion techniques have led to better information availability and an increased situation awareness of pilots, air traffic controllers, and other users of aerospace systems. On-board decision support functions for pilots, decision support systems for air traffic controllers, and so on, are becoming of crucial importance for the completion of their missions. Links with 'ATM automated support'._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 618)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. User task modelling_x000D_
_x000D_
2. (Intelligent) user interface_x000D_
_x000D_
3. Situation assessment_x000D_
_x000D_
4. Planning & monitoring (Sequencing, Time scheduling, Mission planning support, Flow planning, Resource allocation, Feedback control, Guidance)_x000D_
_x000D_
5. Crew assistant_x000D_
_x000D_
6. Traffic flow optimisation"
1F2,On-board systems engineering,1F0,"On-board systems engineering - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Systems Engineering is an interdisciplinary approach that encompasses the entire technical effort, and evolves into and verifies an integrated and life-cycle balanced set of system people, products and process solutions that satisfy customer needs. [ref. EIA standard IS-632, System Engineering, December 1994]. Onboard Systems Engineering focus on the effort related to the design, manufacturing and validation of onboard systems._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 602)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Integration system technologies_x000D_
_x000D_
2. Modelling and Simulation (including rapid and virtual prototyping)_x000D_
_x000D_
3. Incremental Certification_x000D_
_x000D_
4. Interconnecting technology_x000D_
_x000D_
5. Avionics rig testing_x000D_
_x000D_
6. Laboratory systems testing_x000D_
_x000D_
7. Interface Control Specification methods: Mechanical interface, Electronic interface, Data exchange"
1F3,Environmental and EM compliance engineering process,1F0,"Environmental and EM compliance engineering process - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Environmental worthiness is the capability of the (sub)system or component to perform its full array of intended functions in the intended use environments._x000D_
_x000D_
Environmental and Electromagnetic compliance engineering deals with the processes needed to define both the environments and the derived equipment requirements, as well as with the design, implementation and verification of these requirements._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 603)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Performance base specifications to define the real use environments_x000D_
_x000D_
2. Sources_x000D_
_x000D_
3. Advanced Environmental and EMI protection design and verification measures_x000D_
_x000D_
4. EMI/EMC/HIRF_x000D_
_x000D_
5. Lightning_x000D_
_x000D_
6. Hardening_x000D_
_x000D_
7. Shock testing"
1F9,Safety modelling,1F0,"Safety modelling - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Development of static or dynamic models to evaluate safety or unsafety of a new or existing organisation, operation, procedure, technical system, or hazard mitigating measure. Several tools and techniques are used to develop safety models, such as mathematical models, analytical tools, formal techniques, causal safety models, model languages, bias and uncertainty models, safety criteria models, safety requirements models, Monte Carlo simulations, expert elicitation methods._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 609)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Safety perception modelling_x000D_
_x000D_
2. Third party risk modelling_x000D_
_x000D_
3. Wake vortex induced risk modelling_x000D_
_x000D_
4. Collision risk modelling_x000D_
_x000D_
5. Dependability modelling_x000D_
_x000D_
6. Controlled Flight Into Terrain modelling_x000D_
_x000D_
7. Flight security modelling_x000D_
_x000D_
8. Bird strike risk modelling_x000D_
_x000D_
9. Safety management modelling_x000D_
_x000D_
Etc."
1F4,Flight/ Ground Tests,1F0,"Flight/ Ground Tests - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
The testing in flight of an aircraft or item(s) of aircraft equipment. The aims of that testing can be very diverse:_x000D_
_x000D_
they may be to investigate new concepts, to provide empirical data to substantiate design assumptions, or to demonstrate that an aircraft and/or its equipment achieve specified levels of performance, etc. Thus flight testing covers a broad spectrum of topics, the common feature of which is that there is a degree of novelty in the aircraft, its equipment or its intended usage, which requires assessment in flight. (Flight-testing is of course, usually preceded by appropriate Ground testing). (Ref.: AGAR Dograph Flight Test Techniques Series 300 Vol. 14: “Introduction to Flight Test Engineering”, NATO, Paris, ISBN 92-836-1020-2)._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 604)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Test planning: Test plan, Flight plan, Test schedule_x000D_
_x000D_
2. Test specification: Test cards, Performance, Flight Control, Runway performance, Weapon (integration), Reliability & Maintainability, Interior Noise, Exterior noise, Logistics, Navigation and Communication, Air Data, Flight envelope, Propulsion, Environmental extremes, Avionics, Antenna patterns, Handling qualities, Aero-elasticity/Flutter, Human factors, Ground-Vibration, Pre-flight, Airframe systems, Simulator data gathering_x000D_
_x000D_
3. Hazard analysis/Safety: Safety of flight, Recovery, Minimum crew, Risk assessment, On board safety provisions, Engine failure, Deep stall, Flight test safety monitoring, EMI-EMC, Crew safety training, Safety procedures_x000D_
_x000D_
4. Test conduct: Test cards / Responsibility distribution /  Procedures / Briefing and Debriefing / Test report_x000D_
_x000D_
5. Instrumentation system: Measurement , Data Acquisition and Recording equipment, Calibration_x000D_
_x000D_
6. Data processing and analysis: Data archiving, Data reduction, Engineering units, Data retrieval , Flight Test Data Base, Telemetry, Ground monitoring_x000D_
_x000D_
7. Logistics support: Spares, Repair, Maintenance, Training_x000D_
_x000D_
8. Certification & Qualification: Certification reports, Airworthiness authorities, Certificate of Airworthiness"
1F6,System Certification,1F0,"System Certification - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
Certification means the legal recognition by the certification authority that a product, service, organisation or person complies with the applicable requirements. Such certification comprises the activity of technically checking the product, service, organisation or person and the formal recognition of compliance with the_x000D_
_x000D_
applicable requirements by issue of a certificate, license, approval or other documents as required by national laws and procedures._x000D_
_x000D_
In particular, certification of a product involves:_x000D_
_x000D_
(a) The process of assessing the design of a product to ensure that it complies with a set of standards applicable to that type of product so as to demonstrate an acceptable level of safety._x000D_
_x000D_
(b) The process of assessing an individual product to ensure that it conforms with the certified type design._x000D_
_x000D_
(c) The issue of any certificate required by national laws to declare that compliance or conformity has been found with standards in accordance with items (a) or (b) above._x000D_
_x000D_
(Ref. ARP4754)_x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 606)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Certification of new technologies and operations_x000D_
_x000D_
2. Certification of air-worthiness, certification requirements for airborne and non-airborne systems._x000D_
_x000D_
3. Incremental certification_x000D_
_x000D_
4. System safety assessment_x000D_
_x000D_
5. HW / SW certification_x000D_
_x000D_
6. Improvement of existing rules and regulations (e.g. Cross-wind criteria, contaminated runway criteria), in the future particularly relevant to ATM in view of complete lack of certification of ATM systems)"
1F7,Fault Tolerant Systems,1F0,"Fault Tolerant Systems - DEFINITION:_x000D_
_x000D_
 _x000D_
_x000D_
The built-in capability of a system to provide continued correct execution in the presence of a limited number_x000D_
_x000D_
of hardware or software faults._x000D_
_x000D_
The goal of fault tolerance is to include safety features in the software design or source code to ensure that_x000D_
_x000D_
the system will respond correctly to input data errors and prevent output and control errors. The need for fault_x000D_
_x000D_
tolerance in a system is determined by the system requirements and the system safety assessment process._x000D_
_x000D_
 _x000D_
_x000D_
(Source: ACARE Domain 607)_x000D_
_x000D_
  - SUBDOMAINS:_x000D_
_x000D_
 _x000D_
_x000D_
1. Fault tolerant mechanisms: Redundancy, Backup (hot, cold,..), Voting mechanism, Fault detection_x000D_
_x000D_
2. Parallel processing / Synchronisation mechanisms_x000D_
_x000D_
3. Fault propagation, Isolation of fault effects"
