"project_id","title","description","text","labels","timestamp"
"P00504","Autonomous & Intelligent UAV-based Wind Turbine Inspection System for Cost-effective, Reliable, Safe and Actionable Blade Fault Detection and Prediction","""Over the lifetime of a wind turbine, operation and maintenance costs represent 25% of total levelised cost per kWh produced. The majority of these costs are attributed to the wind turbine’s blades, yet current methods of inspecting these blades are outdated and inefficient. Blade inspection procedures still largely relies on qualified inspectors roping down each blade to manually inspect for any flaws or defects present on the blade. This is clearly a very hazardous, time-consuming (5 hours), and expensive method (€1500). Other less used methods of blade inspection include capturing blade images from ground cameras and manual review by experts. However, poor image quality and strong backlight leaves many blade flaws undetected. Unmanned Aerial Vehicles (UAVs) are now being used to take pictures of the blades from much closer up. Current UAV's however require dedicated experts for both flight control as well as image processing, analysis, and fault detection. Pro-Drone's integrated WindDrone Zenith’s solution is a breakthrough solution providing enabling 3-blade inspection in a single flight. Our technology solution is fully equipped with highly accurate inspection equipment hardware coupled with smart software. The software allows the UAV to be fly autonomously, avoid collisions, automatically detect any faults, and generate reports for the customer on each wind turbine inspected. Machine learning algorithms are used to continuously improve automated fault detection based on a growing database of captured images and their analysis. Our """"BladeInsight"""" cloud reporting platform makes actionable reports available to our customers as part of this solution. Pro-Drone Zenith provides for a 50% direct cost saving, and decreases turbine inspection downtime by 6X, as compared to existing methods.""","Autonomous & Intelligent UAV-based Wind Turbine Inspection System for Cost-effective, Reliable, Safe and Actionable Blade Fault Detection and Prediction. ""Over the lifetime of a wind turbine, operation and maintenance costs represent 25% of total levelised cost per kWh produced. The majority of these costs are attributed to the wind turbine’s blades, yet current methods of inspecting these blades are outdated and inefficient. Blade inspection procedures still largely relies on qualified inspectors roping down each blade to manually inspect for any flaws or defects present on the blade. This is clearly a very hazardous, time-consuming (5 hours), and expensive method (€1500). Other less used methods of blade inspection include capturing blade images from ground cameras and manual review by experts. However, poor image quality and strong backlight leaves many blade flaws undetected. Unmanned Aerial Vehicles (UAVs) are now being used to take pictures of the blades from much closer up. Current UAV's however require dedicated experts for both flight control as well as image processing, analysis, and fault detection. Pro-Drone's integrated WindDrone Zenith’s solution is a breakthrough solution providing enabling 3-blade inspection in a single flight. Our technology solution is fully equipped with highly accurate inspection equipment hardware coupled with smart software. The software allows the UAV to be fly autonomously, avoid collisions, automatically detect any faults, and generate reports for the customer on each wind turbine inspected. Machine learning algorithms are used to continuously improve automated fault detection based on a growing database of captured images and their analysis. Our """"BladeInsight"""" cloud reporting platform makes actionable reports available to our customers as part of this solution. Pro-Drone Zenith provides for a 50% direct cost saving, and decreases turbine inspection downtime by 6X, as compared to existing methods.""","",""
"P00505","A2Miro Solution: a fully automated inspection system by our SensorCopter that reduces WTs downtime","Offshore Wind is a promising source of energy to accelerate world’s transition to a fossil-free future. However, a pain point hinders industry’s efforts to reduce the cost of offshore wind : inefficient inspection methods for the rotor blades. Currently, industrial climbers use ropes to climb to the rotor blades to perform the inspection 100m above sea, withstanding harsh conditions. Apart from being extremely dangerous, this method is time-consuming, costing: the European offshore wind industry suffers from €75 million in production loss due to downtime per year by 2030. Leveraging our asset management technology in onshore wind, we have an ambitious plan to expand our offering to the offshore wind industry. A2MIRO helicopter autonomously inspects the offshore turbine and its’ Sensor Head combines visual and infrared cameras to detect defects as small as 0.5mm. Our data analysis software is equipped with machine learning technology to provide our customers deep knowledge about future maintenance needs. A2MIRO’s autonomous inspection capabilities reduce turbine’s downtime, generating cost savings of about €35 million for the offshore wind industry, while enabling the generation of 249,550 MWh additional wind energy. This can power 66,001 households and help avoiding 114,793 tonnes of CO2 emissions. A2MIRO drastically increases HSE in the field as it lowers the need for rotor blade access. With a feasibility plan developed under a Ph1 grant, we now seek a Ph2 grant to fine-tune our helicopter for offshore use, optimise its’ telemetry system, get the official flight allowance and test it in offshore wind farms. By commercialising A2MIRO in Europe and across the world, we will grow our business by €8 million in cumulative net profits by 2030, generating 17 job positions in our company. Increasing the HSE standards in this business and this cash-flow is vital to keep improving our proprietary technology to enable Europe to remain the offshore wind global leader.","A2Miro Solution: a fully automated inspection system by our SensorCopter that reduces WTs downtime. Offshore Wind is a promising source of energy to accelerate world’s transition to a fossil-free future. However, a pain point hinders industry’s efforts to reduce the cost of offshore wind : inefficient inspection methods for the rotor blades. Currently, industrial climbers use ropes to climb to the rotor blades to perform the inspection 100m above sea, withstanding harsh conditions. Apart from being extremely dangerous, this method is time-consuming, costing: the European offshore wind industry suffers from €75 million in production loss due to downtime per year by 2030. Leveraging our asset management technology in onshore wind, we have an ambitious plan to expand our offering to the offshore wind industry. A2MIRO helicopter autonomously inspects the offshore turbine and its’ Sensor Head combines visual and infrared cameras to detect defects as small as 0.5mm. Our data analysis software is equipped with machine learning technology to provide our customers deep knowledge about future maintenance needs. A2MIRO’s autonomous inspection capabilities reduce turbine’s downtime, generating cost savings of about €35 million for the offshore wind industry, while enabling the generation of 249,550 MWh additional wind energy. This can power 66,001 households and help avoiding 114,793 tonnes of CO2 emissions. A2MIRO drastically increases HSE in the field as it lowers the need for rotor blade access. With a feasibility plan developed under a Ph1 grant, we now seek a Ph2 grant to fine-tune our helicopter for offshore use, optimise its’ telemetry system, get the official flight allowance and test it in offshore wind farms. By commercialising A2MIRO in Europe and across the world, we will grow our business by €8 million in cumulative net profits by 2030, generating 17 job positions in our company. Increasing the HSE standards in this business and this cash-flow is vital to keep improving our proprietary technology to enable Europe to remain the offshore wind global leader.","",""
"P00506","Development of a novel generic digital controller for hydraulic load profiling control systems to significantly reduce costs and time in aircraft test rig development and commissioning","Aircraft Testing is a highly technological field within the aerospace industry requiring faster testing times and strict adherence to regulatory requirements set by the European Aviation Safety Agency. There are Commercial-off-the-shelf (COTS) solutions that are used to perform hydraulic load tests on an aircraft actuator that is subjected to different flight conditions. These simulations methods that include Delta Motion Systems and xPC Target Systems require final adaptation to be compatible to bespoke Test systems, which incurs additional significant engineering costs per project. Due to their lack of adaptability, the COTS solutions require engineering staff to spend more time onsite thus driving commissioning costs up and reducing engineering productivity. DigiTech is a novel solution that builds a new generation digital controller incorporating control algorithms and control laws to cope with the different load profiling requirements of bespoke systems. This solution provides a remote fault monitoring and diagnostic capability that enables control parameters to be modified and updated offsite. The coupled benefits of this solution will be elimination of adaptability problems and a reduction of commissioning costs by 50%. We anticipate that after introducing this technology, we will increase our yearly revenues by over 80% and expand our market in the aerospace industry Test market by 30%. In Phase 1 we intend to carry out a market analysis spanning the entire aerospace industry to identify and understand user needs. At this stage we seek to further refine our technology to have complete remote monitoring capability, to investigate cost-effective ways for commercial production of our product and to develop an operational business plan in 6 months. In Phase 2 we intend to build the Digitech controller with the associated software and hardware and incorporate it to our Test Rigs to commercialise our technology.","Development of a novel generic digital controller for hydraulic load profiling control systems to significantly reduce costs and time in aircraft test rig development and commissioning. Aircraft Testing is a highly technological field within the aerospace industry requiring faster testing times and strict adherence to regulatory requirements set by the European Aviation Safety Agency. There are Commercial-off-the-shelf (COTS) solutions that are used to perform hydraulic load tests on an aircraft actuator that is subjected to different flight conditions. These simulations methods that include Delta Motion Systems and xPC Target Systems require final adaptation to be compatible to bespoke Test systems, which incurs additional significant engineering costs per project. Due to their lack of adaptability, the COTS solutions require engineering staff to spend more time onsite thus driving commissioning costs up and reducing engineering productivity. DigiTech is a novel solution that builds a new generation digital controller incorporating control algorithms and control laws to cope with the different load profiling requirements of bespoke systems. This solution provides a remote fault monitoring and diagnostic capability that enables control parameters to be modified and updated offsite. The coupled benefits of this solution will be elimination of adaptability problems and a reduction of commissioning costs by 50%. We anticipate that after introducing this technology, we will increase our yearly revenues by over 80% and expand our market in the aerospace industry Test market by 30%. In Phase 1 we intend to carry out a market analysis spanning the entire aerospace industry to identify and understand user needs. At this stage we seek to further refine our technology to have complete remote monitoring capability, to investigate cost-effective ways for commercial production of our product and to develop an operational business plan in 6 months. In Phase 2 we intend to build the Digitech controller with the associated software and hardware and incorporate it to our Test Rigs to commercialise our technology.","",""
"P00507","PJ24 VLD Network Collaborative Management","The Network Collaborative Management (NCM) project is based on a collaborative approach involving the whole spectrum of ATM actors: Airspace Users (AUs), Airports, Air Navigation Service Providers (ANSPs) and Network Manager (NM). In Air Traffic Flow and Capacity Management (ATFCM), the performance targets and expectations at the network and local level could to be better achieved only through a collaborative synchronised effort of all the involved actors. An important part of improving the performance of network operations is the effective and efficient planning of network resources, by linking local optimization processes (including airport processes) with network optimization processes, taking into account stakeholders’ preferences where possible. This facilitates also the innovative usage and application of fine-tuned tailored measures (including target times) to further enhance of performance. NCM is divided into four main focus areas: • Network perspective (with local input and support): Scenario Management (including Hotspot Awareness) • Local perspective (facilitated by network support): Tactical Capacity Management • Airspace User Preferences: feeding both local and network perspectives • Local-network integration: Airport Network Integration. NM can act as a reliable, dynamic and flexible binder between the building elements (ANSPs, Airports and AUs) of the new improved and highly interactive ATM system, where each element brings its own unique sine qua non contribution to the robustness of the entire structure. NCM is a trust building exercise designed to demonstrate the maturity of the integrated network and local concept elements including the interactions between all ATM actors. It will pave the way for the SESAR Deployment activities and the implementation of the future performance driven ATM environment in Europe, while fulfilling in the same time stakeholders’ different operational needs and requirements.","PJ24 VLD Network Collaborative Management. The Network Collaborative Management (NCM) project is based on a collaborative approach involving the whole spectrum of ATM actors: Airspace Users (AUs), Airports, Air Navigation Service Providers (ANSPs) and Network Manager (NM). In Air Traffic Flow and Capacity Management (ATFCM), the performance targets and expectations at the network and local level could to be better achieved only through a collaborative synchronised effort of all the involved actors. An important part of improving the performance of network operations is the effective and efficient planning of network resources, by linking local optimization processes (including airport processes) with network optimization processes, taking into account stakeholders’ preferences where possible. This facilitates also the innovative usage and application of fine-tuned tailored measures (including target times) to further enhance of performance. NCM is divided into four main focus areas: • Network perspective (with local input and support): Scenario Management (including Hotspot Awareness) • Local perspective (facilitated by network support): Tactical Capacity Management • Airspace User Preferences: feeding both local and network perspectives • Local-network integration: Airport Network Integration. NM can act as a reliable, dynamic and flexible binder between the building elements (ANSPs, Airports and AUs) of the new improved and highly interactive ATM system, where each element brings its own unique sine qua non contribution to the robustness of the entire structure. NCM is a trust building exercise designed to demonstrate the maturity of the integrated network and local concept elements including the interactions between all ATM actors. It will pave the way for the SESAR Deployment activities and the implementation of the future performance driven ATM environment in Europe, while fulfilling in the same time stakeholders’ different operational needs and requirements.","",""
"P00508","Design Evaluation and Performance Assessment of Rotorcraft Technology by 2050","The aim of project DEPART2050 is to undertake novel rotorcraft technology assessments (Tilt rotor aircraft and Compound rotorcraft), utilising a flexible and extensible modular multi-disciplinary framework. The objective of the work in the project will be to undertake at the airport and ATS level, assessments of environmental (emissions and noise) and mobility (connectivity and productivity) improvements that may be accrued through replacement of reference technology over the designated time scales (2015/2020/2035/2050). Within CS2, the Technology Evaluator (TE) is positioned as a dedicated evaluation platform, with a critical role of assessing the environmental impact of the technologies developed. Apart from assessing the level of success achieved by the novel technologies and their contribution to well-defined environmental goals, the TE is also tasked with establishing any societal benefits that may be accrued. Therefore based on requirements of the call, Project Depart2050 will focus on assessing and establishing the impact of introducing novel rotorcraft concepts at the airport and air transport system level. The comparison will be made against a selected baseline technology in terms of impact on the environment and mobility. The consortium will include NLR, ANOTEC, and University of Padua and will be led by Cranfield University. The partners have been specially chosen based on their individual strengths in the field of research and their past experience in EU projects.","Design Evaluation and Performance Assessment of Rotorcraft Technology by 2050. The aim of project DEPART2050 is to undertake novel rotorcraft technology assessments (Tilt rotor aircraft and Compound rotorcraft), utilising a flexible and extensible modular multi-disciplinary framework. The objective of the work in the project will be to undertake at the airport and ATS level, assessments of environmental (emissions and noise) and mobility (connectivity and productivity) improvements that may be accrued through replacement of reference technology over the designated time scales (2015/2020/2035/2050). Within CS2, the Technology Evaluator (TE) is positioned as a dedicated evaluation platform, with a critical role of assessing the environmental impact of the technologies developed. Apart from assessing the level of success achieved by the novel technologies and their contribution to well-defined environmental goals, the TE is also tasked with establishing any societal benefits that may be accrued. Therefore based on requirements of the call, Project Depart2050 will focus on assessing and establishing the impact of introducing novel rotorcraft concepts at the airport and air transport system level. The comparison will be made against a selected baseline technology in terms of impact on the environment and mobility. The consortium will include NLR, ANOTEC, and University of Padua and will be led by Cranfield University. The partners have been specially chosen based on their individual strengths in the field of research and their past experience in EU projects.","",""
"P00509","Advanced Data Methods for Improved Tiltrotor Test and Design","Flight testing is an important phase during the development of an aircraft to validate the design. During flight, data is gathered and design problems are identified and solved. The collected data are fundamental for the analysis and Aircraft are properly instrumented to generate large amounts of information. Such huge amount of data needs to be properly evaluated and traditional methods and platforms are no more effective. Flight testing is a significant cost contributor to the aircraft production life cycle and is still extensively deployed. Flight test programmes take several years and more prototypes are built to reduce lead times. Strong adherence to rigour safety and certification requirements and generally unchanged circular advisories inhibit the potential improvement of flight test designs. Innovative algorithms and statistical estimation are not achieving its full potential in the industrialized flight testing environment. The methods in this proposal increase the quality and productivity of an experiment, leading to a required test point reduction or increased predictive capabilities. The purpose of this project is to define and implement a state-of-the-art platform able to support data analysis. This is achieved by adopting a complex hardware architecture to support big data analysis and implementing specific algorithms to support data correlation, time series management and statistical analysis. Furthermore, to support flight test engineers, novel approaches based on machine learning are provided to support the technicians in detecting specific flight conditions. The same platform is also adapted to support the development of the Next Generation Civil Tilt Rotor Technology Demonstrator.","Advanced Data Methods for Improved Tiltrotor Test and Design. Flight testing is an important phase during the development of an aircraft to validate the design. During flight, data is gathered and design problems are identified and solved. The collected data are fundamental for the analysis and Aircraft are properly instrumented to generate large amounts of information. Such huge amount of data needs to be properly evaluated and traditional methods and platforms are no more effective. Flight testing is a significant cost contributor to the aircraft production life cycle and is still extensively deployed. Flight test programmes take several years and more prototypes are built to reduce lead times. Strong adherence to rigour safety and certification requirements and generally unchanged circular advisories inhibit the potential improvement of flight test designs. Innovative algorithms and statistical estimation are not achieving its full potential in the industrialized flight testing environment. The methods in this proposal increase the quality and productivity of an experiment, leading to a required test point reduction or increased predictive capabilities. The purpose of this project is to define and implement a state-of-the-art platform able to support data analysis. This is achieved by adopting a complex hardware architecture to support big data analysis and implementing specific algorithms to support data correlation, time series management and statistical analysis. Furthermore, to support flight test engineers, novel approaches based on machine learning are provided to support the technicians in detecting specific flight conditions. The same platform is also adapted to support the development of the Next Generation Civil Tilt Rotor Technology Demonstrator.","",""
"P00510","Increasing resource efficiency of aviation through implementation of ALM technology and bionic design in all stages of an aircraft life cycle","Additive Layer Manufacturing (ALM) processes can significantly contribute to the demanding task within the Strategic Research and Innovation Agenda (SRIA) to reduce the impact of aviation on the environment. The unique manufacturing process of ALM technologies promises great weight saving potential, due to the possibility to produce bionically optimized lightweight structures of high complexity in a resource efficient way with a material exploitation of >90%. Airbus envisions completely new types of aircrafts, inspired by biomimetic, which will only be manufacturable by a broad application of ALM. Unfortunately, the design process as well as manufacturing process itself is time consuming and expensive, limiting the applicability in the aerospace industry. To overcome these barriers and to be able to exploit the potential ALM offers to reduce emissions along the entire life-cycle of an aircraft, the following developments are planned: • automated ALM design process to significantly reduce time and costs for bionic lightweight design • energy efficient and highly productive ALM process with innovative beam shaping optics to lower costs of manufacturing and reduce emissions during manufacturing • new high strength ALM aluminium material to increase the lightweight potential of ALM structures • integrity system for complex ALM parts for integrity check and avoidance of deficient parts • innovative NDT and repair methods for highly complex ALM parts to increase service life • recycling method for ALM parts to avoid disposal • innovative after sales supply chain based on ALM to reduce emission for spare parts production and logistics With these developments, the project will raise the potential of ALM-technology and biomimetic design methodologies and will reduce the impact of aviation on the environment along the entire product-life-cycle of an airplane (Design & Product Development; Manufacturing; Operation; Maintenance, Repair, Overhaul; Recycling; Disposal)","Increasing resource efficiency of aviation through implementation of ALM technology and bionic design in all stages of an aircraft life cycle. Additive Layer Manufacturing (ALM) processes can significantly contribute to the demanding task within the Strategic Research and Innovation Agenda (SRIA) to reduce the impact of aviation on the environment. The unique manufacturing process of ALM technologies promises great weight saving potential, due to the possibility to produce bionically optimized lightweight structures of high complexity in a resource efficient way with a material exploitation of >90%. Airbus envisions completely new types of aircrafts, inspired by biomimetic, which will only be manufacturable by a broad application of ALM. Unfortunately, the design process as well as manufacturing process itself is time consuming and expensive, limiting the applicability in the aerospace industry. To overcome these barriers and to be able to exploit the potential ALM offers to reduce emissions along the entire life-cycle of an aircraft, the following developments are planned: • automated ALM design process to significantly reduce time and costs for bionic lightweight design • energy efficient and highly productive ALM process with innovative beam shaping optics to lower costs of manufacturing and reduce emissions during manufacturing • new high strength ALM aluminium material to increase the lightweight potential of ALM structures • integrity system for complex ALM parts for integrity check and avoidance of deficient parts • innovative NDT and repair methods for highly complex ALM parts to increase service life • recycling method for ALM parts to avoid disposal • innovative after sales supply chain based on ALM to reduce emission for spare parts production and logistics With these developments, the project will raise the potential of ALM-technology and biomimetic design methodologies and will reduce the impact of aviation on the environment along the entire product-life-cycle of an airplane (Design & Product Development; Manufacturing; Operation; Maintenance, Repair, Overhaul; Recycling; Disposal)","",""
"P00511","FAST Rotorcraft societal Integration and Performance assessments 2050","Within CS2, the Technology Evaluator (TE) is positioned as a dedicated evaluation platform, with a critical role of assessing the environmental impact of the technologies developed. Apart from assessing the level of success achieved by the novel technologies and their contribution to well-defined environmental goals, the TE is also tasked with establishing any societal benefits that may be accrued. The aim of project FASTRIP2050 (FAST Rotorcraft societal Integration and Performance assessments 2050) is to undertake techno-economic and environmental risk assessments of future advanced tilt-rotor and compound rotorcraft configurations. The focus of the work is to undertake, at the airport and Air Traffic System (ATS) levels, assessments of potential environmental (emissions and noise) and mobility (connectivity and productivity) improvements that may be accrued through replacement of reference technology over the designated time scales. Additionally, the scope of the work includes the investigation of fast rotorcraft concepts utilising hybrid-electric propulsion and for larger passenger capacities. The consortium proposes to continue their collaborative activity from DEPART2050, TE’s ongoing project on Fast Rotorcraft assessments. Led by Cranfield University, the consortium includes NLR, ANOTEC, and the University of Padua and has been specially chosen based on their individual strengths in the field of rotorcraft research and their past collaborative experience in EU projects.","FAST Rotorcraft societal Integration and Performance assessments 2050. Within CS2, the Technology Evaluator (TE) is positioned as a dedicated evaluation platform, with a critical role of assessing the environmental impact of the technologies developed. Apart from assessing the level of success achieved by the novel technologies and their contribution to well-defined environmental goals, the TE is also tasked with establishing any societal benefits that may be accrued. The aim of project FASTRIP2050 (FAST Rotorcraft societal Integration and Performance assessments 2050) is to undertake techno-economic and environmental risk assessments of future advanced tilt-rotor and compound rotorcraft configurations. The focus of the work is to undertake, at the airport and Air Traffic System (ATS) levels, assessments of potential environmental (emissions and noise) and mobility (connectivity and productivity) improvements that may be accrued through replacement of reference technology over the designated time scales. Additionally, the scope of the work includes the investigation of fast rotorcraft concepts utilising hybrid-electric propulsion and for larger passenger capacities. The consortium proposes to continue their collaborative activity from DEPART2050, TE’s ongoing project on Fast Rotorcraft assessments. Led by Cranfield University, the consortium includes NLR, ANOTEC, and the University of Padua and has been specially chosen based on their individual strengths in the field of rotorcraft research and their past collaborative experience in EU projects.","",""
"P00512","Advanced hoListic Adverse Drone Detection, Identification Neutralization","ALADDIN will study, design, develop, and evaluate, in series of complementary pilots, a counter UAV system as a complete solution to the growing UAV threat problem, building upon a state-of-the-art system and enhancing it by researching on various technologies and functionalities. ALADDIN will follow a holistic and heavily user-centred methodology involving a large number of LEAs and critical infrastructure operators, as well as an expert Advisory Board panel ensuring end-user diversity, as they all face different kinds of threats and work within different regulatory frameworks. This diversity is important to shape EU-wide system specifications and the innovative training curricula and training that will be realised to share the knowledge gained and raise awareness. Furthermore, within the project all regulations, social, ethical and legal elements will be studied thoroughly and continuously with an impact assessment produced and its results monitored during the project’s lifetime. ALADDIN’s sensing arsenal is comprised of a set of custom, innovative, and unique technologies as well as established and standard sensors used for UAV detection and localisation: 1) 2D/3D paired radars; 2) Innovative optro and thermal panoramic imaging; 3) Custom designed acoustic sensors. These will be fused through novel deep learning techniques in order to provide excellent detection accuracy. Further, ALADDIN will study and offer a set of neutralization effectors (jammers, physical and hacking). These sensing and countering capabilities will be operated through an advanced command and control (C2) system. The C2 will achieve great detection and classification accuracy within a large range, by fusing data acquired from all sensors through state-of-the-art deep learning techniques. Operator’s efficiency will be enhanced through a novel mixed reality interface with 3D cartographic and situational elements and will be complemented by support to operations like investigation and trainings","Advanced hoListic Adverse Drone Detection, Identification Neutralization. ALADDIN will study, design, develop, and evaluate, in series of complementary pilots, a counter UAV system as a complete solution to the growing UAV threat problem, building upon a state-of-the-art system and enhancing it by researching on various technologies and functionalities. ALADDIN will follow a holistic and heavily user-centred methodology involving a large number of LEAs and critical infrastructure operators, as well as an expert Advisory Board panel ensuring end-user diversity, as they all face different kinds of threats and work within different regulatory frameworks. This diversity is important to shape EU-wide system specifications and the innovative training curricula and training that will be realised to share the knowledge gained and raise awareness. Furthermore, within the project all regulations, social, ethical and legal elements will be studied thoroughly and continuously with an impact assessment produced and its results monitored during the project’s lifetime. ALADDIN’s sensing arsenal is comprised of a set of custom, innovative, and unique technologies as well as established and standard sensors used for UAV detection and localisation: 1) 2D/3D paired radars; 2) Innovative optro and thermal panoramic imaging; 3) Custom designed acoustic sensors. These will be fused through novel deep learning techniques in order to provide excellent detection accuracy. Further, ALADDIN will study and offer a set of neutralization effectors (jammers, physical and hacking). These sensing and countering capabilities will be operated through an advanced command and control (C2) system. The C2 will achieve great detection and classification accuracy within a large range, by fusing data acquired from all sensors through state-of-the-art deep learning techniques. Operator’s efficiency will be enhanced through a novel mixed reality interface with 3D cartographic and situational elements and will be complemented by support to operations like investigation and trainings","",""
"P00513","Advanced Concepts for Aero-Structures with Integrated Antennas and Sensors","The overall objective of ACASIAS is to contribute to the reduction of energy consumption of future aircraft by improving aerodynamic performance and by facilitating the integration of novel efficient propulsion systems such as contra-rotating open rotor (CROR) engines. The aerodynamic performance is improved by the conformal and structural integration of antennas. The installation of CROR engines is facilitated by installation of an Active Structural Acoustic Control (ASAC) system in the fuselage. The integration of such a system in fuselage panels will annoying noise in the cabin caused by multi-harmonic sound pressure level which is radiated by CROR engines. CROR engines are able to realize up to 25% fuel and CO2 savings compared to equivalent-technology turbofan engines (http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19890003194.pdf). The ACASIAS project focuses on challenges posed by the development of aero- structures with multifunctional capabilities. The following concepts structural concepts are considered: • A composite stiffened ortho-grid fuselage panel for integrating Ku-band SATCOM antenna tiles. • A fuselage panel with integrated sensors and wiring for reduction of CROR cabin noise. • A smart winglet with integrated blade antenna (integrated substrates into special foam, partly covered by a 1 mm glass/quartz epoxy layer). • A Fibre Metal Laminate GLARE panel with integrated VHF communication slot antenna. The 36 months action with a project cost of 5.8 MEuros will bring together 11 partners from 6 countries covering the three main disciplines required: (composite) structures, advanced antennas and miniaturized sensors in a multi-disciplinary project. The project innovations facilitated by integration of these disciplines, as well as resulting in operational cost reduction and decreased emissions for airlines, will also lead to a more competitive supply chain in the aviation sector, which increasingly uses composite structures.","Advanced Concepts for Aero-Structures with Integrated Antennas and Sensors. The overall objective of ACASIAS is to contribute to the reduction of energy consumption of future aircraft by improving aerodynamic performance and by facilitating the integration of novel efficient propulsion systems such as contra-rotating open rotor (CROR) engines. The aerodynamic performance is improved by the conformal and structural integration of antennas. The installation of CROR engines is facilitated by installation of an Active Structural Acoustic Control (ASAC) system in the fuselage. The integration of such a system in fuselage panels will annoying noise in the cabin caused by multi-harmonic sound pressure level which is radiated by CROR engines. CROR engines are able to realize up to 25% fuel and CO2 savings compared to equivalent-technology turbofan engines (http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19890003194.pdf). The ACASIAS project focuses on challenges posed by the development of aero- structures with multifunctional capabilities. The following concepts structural concepts are considered: • A composite stiffened ortho-grid fuselage panel for integrating Ku-band SATCOM antenna tiles. • A fuselage panel with integrated sensors and wiring for reduction of CROR cabin noise. • A smart winglet with integrated blade antenna (integrated substrates into special foam, partly covered by a 1 mm glass/quartz epoxy layer). • A Fibre Metal Laminate GLARE panel with integrated VHF communication slot antenna. The 36 months action with a project cost of 5.8 MEuros will bring together 11 partners from 6 countries covering the three main disciplines required: (composite) structures, advanced antennas and miniaturized sensors in a multi-disciplinary project. The project innovations facilitated by integration of these disciplines, as well as resulting in operational cost reduction and decreased emissions for airlines, will also lead to a more competitive supply chain in the aviation sector, which increasingly uses composite structures.","",""
"P00514","multi-hAzard monitoring and earLy wARning systeM","The overall objective of ALARM (“multi-hAzard monitoring and earLy wARning systeM” (ALARM) is to develop a prototype global multi-hazard monitoring and Early Warning System (EWS). A global multi-hazard monitoring means near-real time (NRT) and continuous global Earth observations from satellite, with the objective to generate prompt alerts of natural hazards affecting ATM and to provide information for enhancing situational awareness and providing resilience in crisis. NRT data (with delay of delivery from 10 min, to less than 4h) and tailored products from ground-based and satellite systems, will be used to feed models capable of detecting (creation of alert products) and predicting (nowcasting/forecasting) the risk/displacement of: • particles in suspension and gas derived from natural hazards (volcanic ash and SO2, dust clouds from sandstorms, and smoke from forest fire); • severe weather situations such as deep convection and extreme weather; • space weather regarding exposure to increased levels of radiation during flight; • environmental hotspots potentially contributing to global warming in a large extent. ALARM EWS plans to provide alert information for the stakeholders about the threat to aviation in three different manners: 1) early warning (geolocation, altitude and level of severity -quantification if available- of the observed hazard); 2) for some cases nowcasting [up to 2h] and 3) forecasting [from 2h to 48h] of hazard evolution at different flight levels. The consortium will analyse the requirements for its inclusion in the yellow SWIM profile. Specifically, the aim is to enhance situational awareness of all stakeholders in case of multiple hazard crisis by facilitating the transfer of required relevant information to end-users, presenting such information in a user-friendly manner to ATM stakeholders. In summary, anticipating severe hazards and fostering better decision-making.","multi-hAzard monitoring and earLy wARning systeM. The overall objective of ALARM (“multi-hAzard monitoring and earLy wARning systeM” (ALARM) is to develop a prototype global multi-hazard monitoring and Early Warning System (EWS). A global multi-hazard monitoring means near-real time (NRT) and continuous global Earth observations from satellite, with the objective to generate prompt alerts of natural hazards affecting ATM and to provide information for enhancing situational awareness and providing resilience in crisis. NRT data (with delay of delivery from 10 min, to less than 4h) and tailored products from ground-based and satellite systems, will be used to feed models capable of detecting (creation of alert products) and predicting (nowcasting/forecasting) the risk/displacement of: • particles in suspension and gas derived from natural hazards (volcanic ash and SO2, dust clouds from sandstorms, and smoke from forest fire); • severe weather situations such as deep convection and extreme weather; • space weather regarding exposure to increased levels of radiation during flight; • environmental hotspots potentially contributing to global warming in a large extent. ALARM EWS plans to provide alert information for the stakeholders about the threat to aviation in three different manners: 1) early warning (geolocation, altitude and level of severity -quantification if available- of the observed hazard); 2) for some cases nowcasting [up to 2h] and 3) forecasting [from 2h to 48h] of hazard evolution at different flight levels. The consortium will analyse the requirements for its inclusion in the yellow SWIM profile. Specifically, the aim is to enhance situational awareness of all stakeholders in case of multiple hazard crisis by facilitating the transfer of required relevant information to end-users, presenting such information in a user-friendly manner to ATM stakeholders. In summary, anticipating severe hazards and fostering better decision-making.","",""
